dopant_spec,element,method,concentration_at%,atmosphere,temperature_C,time_min,photocurrent_uA,dark_current_pA,photo_dark_ratio,sensitivity,vacancy_concentration,measurement_voltage_V,measurement_wavelength_nm,notes,doi,usable_flag
Ta:0.013000,Ta,RF magnetron sputtering,1.3,,850.0,60.0,,,,,,8.0,222.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=1-s2.0-S0925346722005250-main.pdf,10.1016/j.optmat.2022.112491,ok
Ta:0.015000,Ta,RF magnetron sputtering,1.5,,850.0,60.0,,,,,,8.0,222.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=1-s2.0-S0925346722005250-main.pdf,10.1016/j.optmat.2022.112491,ok
Sn:0.020000,Sn,PLD,2.0,,400.0,1020.0,,,,,,,,auto-extracted + OCR; substrate=—; src=1.4964638.pdf,10.1063/1.4964638,ok
Sn:0.030000,Sn,PLD,3.0,,400.0,1020.0,,,,,,,,auto-extracted + OCR; substrate=—; src=1.4964638.pdf,10.1063/1.4964638,ok
Sn:0.070000,Sn,PLD,7.0,,400.0,1020.0,,,,,,,,auto-extracted + OCR; substrate=—; src=1.4964638.pdf,10.1063/1.4964638,ok
Sn:0.080000,Sn,PLD,8.0,,400.0,1020.0,,,,,,,,auto-extracted + OCR; substrate=—; src=1.4964638.pdf,10.1063/1.4964638,ok
Sn:0.003000,Sn,RF magnetron sputtering,0.3,,650.0,420.0,,,0.3010299956639812,,,20.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=ome-8-11-3506.pdf,10.1364/OME.8.003506,ok
Sn:0.005000,Sn,RF magnetron sputtering,0.5,,650.0,420.0,,,0.3010299956639812,,,20.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=ome-8-11-3506.pdf,10.1364/OME.8.003506,ok
Sn:0.007000,Sn,RF magnetron sputtering,0.7,,650.0,420.0,,,0.3010299956639812,,,20.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=ome-8-11-3506.pdf,10.1364/OME.8.003506,ok
Sn:0.009000,Sn,RF magnetron sputtering,0.9,,650.0,420.0,,,0.3010299956639812,,,20.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=ome-8-11-3506.pdf,10.1364/OME.8.003506,ok
Sn:0.012000,Sn,RF magnetron sputtering,1.2,,650.0,420.0,,,0.3010299956639812,,,20.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=ome-8-11-3506.pdf,10.1364/OME.8.003506,ok
Sn:0.015000,Sn,RF magnetron sputtering,1.5,,650.0,420.0,,,0.3010299956639812,,,20.0,254.0,auto-extracted + OCR; substrate=sapphire (c-plane); src=ome-8-11-3506.pdf,10.1364/OME.8.003506,ok
Sn:0.008200,Sn,RF magnetron sputtering,0.82,N2,900.0,20.0,,,2.0211892990699383,,,20.0,254.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S1369800120313652-main.pdf,10.1016/j.mssp.2020.105430,ok
Sn:0.010000,Sn,RF magnetron sputtering,1.0,N2,900.0,20.0,,,2.0211892990699383,,,20.0,254.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S1369800120313652-main.pdf,10.1016/j.mssp.2020.105430,ok
Zn:0.030000,Zn,PLD,3.0,,500.0,120.0,,,,,,2.0,455.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S0022369714001395-main.pdf,10.1016/j.jpcs.2014.06.005,ok
Zn:0.050000,Zn,PLD,5.0,,500.0,120.0,,,,,,2.0,455.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S0022369714001395-main.pdf,10.1016/j.jpcs.2014.06.005,ok
Zn:0.052600,Zn,PLD,5.26,,500.0,120.0,,,,,,2.0,455.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S0022369714001395-main.pdf,10.1016/j.jpcs.2014.06.005,ok
Zn:0.070000,Zn,PLD,7.0,,500.0,120.0,,,,,,2.0,455.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S0022369714001395-main.pdf,10.1016/j.jpcs.2014.06.005,ok
Zn:0.083800,Zn,thermal evaporation,8.38,,1000.0,10.0,,,,,,,450.0,auto-extracted + OCR; substrate=Si; src=jiang2020.pdf,10.1016/j.jlumin.2020.117048,ok
Zn:0.070000,Zn,RF magnetron sputtering,7.0,,750.0,120.0,,,,,14.7481880270062,60.0,400.0,auto-extracted + OCR; substrate=sapphire; src=Ultra-high-critical-electric-field-of-13-2-MV-cm-for-Z_2020_Materials-Today-.pdf,10.1016/j.mtphys.2020.100263,ok
Zn:0.075000,Zn,MOCVD,7.5,O2,600.0,120.0,,,,,16.770852011642145,10.0,254.0,auto-extracted + OCR; substrate=sapphire; src=Structural and optoelectronic characteristics of β-Ga2O3 epitaxial films with Zn alloying and subsequent oxygen annealing(科研通-ablesci.com).pdf,10.1039/D2TC05204K,ok
Zn:0.006900,Zn,RF magnetron sputtering,0.69,,650.0,420.0,,,2.404833716619938,,,10.0,254.0,auto-extracted + OCR; substrate=sapphire; src=s13391-017-7072-y.pdf,10.1007/s13391-017-7072-y,ok
Zn:0.008800,Zn,RF magnetron sputtering,0.88,,650.0,420.0,,,2.404833716619938,,,10.0,254.0,auto-extracted + OCR; substrate=sapphire; src=s13391-017-7072-y.pdf,10.1007/s13391-017-7072-y,ok
Zn:0.009600,Zn,RF magnetron sputtering,0.96,,650.0,420.0,,,2.404833716619938,,,10.0,254.0,auto-extracted + OCR; substrate=sapphire; src=s13391-017-7072-y.pdf,10.1007/s13391-017-7072-y,ok
Zn:0.018300,Zn,RF magnetron sputtering,1.83,,650.0,420.0,,,2.404833716619938,,,10.0,254.0,auto-extracted + OCR; substrate=sapphire; src=s13391-017-7072-y.pdf,10.1007/s13391-017-7072-y,ok
Zn:0.024900,Zn,RF magnetron sputtering,2.49,,650.0,420.0,,,2.404833716619938,,,10.0,254.0,auto-extracted + OCR; substrate=sapphire; src=s13391-017-7072-y.pdf,10.1007/s13391-017-7072-y,ok
Zn:0.030300,Zn,RF magnetron sputtering,3.03,,650.0,420.0,,,2.404833716619938,,,10.0,254.0,auto-extracted + OCR; substrate=sapphire; src=s13391-017-7072-y.pdf,10.1007/s13391-017-7072-y,ok
Si:0.138000,Si,RF magnetron sputtering,13.8,,600.0,10.0,,,,,,,,auto-extracted + OCR; substrate=Si; src=1-s2.0-S0921452611008143-main.pdf,10.1016/j.physb.2011.08.061,ok
Si:0.011000,Si,MOCVD,1.1,,650.0,,,,,,18.91907809237608,2.0,248.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S0925346720304882-main.pdf,10.1016/j.optmat.2020.110145,ok
Si:0.016000,Si,MOCVD,1.6,,650.0,,,,,,18.91907809237608,2.0,248.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S0925346720304882-main.pdf,10.1016/j.optmat.2020.110145,ok
Si:0.010000,Si,PLD,1.0,Ar,600.0,240.0,,,,,17.518513939877888,1.16,254.0,auto-extracted + OCR; substrate=sapphire; src=Physica Status Solidi  b - 2020 - Khartsev - High‐Quality Si‐Doped  ‐Ga2O3 Films on Sapphire Fabricated by Pulsed Laser.pdf,10.1002/pssb.202000362,ok
undoped,—,RF magnetron co-sputtering,0.0,Ar,800.0,,0.09,,1.591064607026499,0.67,15.69897000433602,10.0,254.0,10V;254nm;100μW/cm²,DOI:10.3390/ma17133227,ok
Sn:0.021000,Sn,RF magnetron co-sputtering,2.1,Ar,800.0,,0.72,,1.977723605288848,5.13,16.30102999566398,10.0,254.0,10V;254nm,DOI:10.3390/ma17133227,ok
Sn:0.036000,Sn,RF magnetron co-sputtering,3.6,Ar,800.0,,1.17,,2.008600171761917,8.3,16.69897000433602,10.0,254.0,10V;254nm,DOI:10.3390/ma17133227,ok
Sn:0.041000,Sn,RF magnetron co-sputtering,4.1,Ar,800.0,,2.72,26900.0,2.004321373782642,19.25,17.0,10.0,,10V;Id=Iph/PDCR est.,DOI:10.3390/ma17133227,ok
undoped,—,RF magnetron co-sputtering,0.0,Ar,800.0,,0.09,,1.591064607026499,0.67,15.69897000433602,10.0,254.0,10V;254nm;100μW/cm²,DOI:10.3390/ma17133227,ok
Sn:0.021000,Sn,RF magnetron co-sputtering,2.1,Ar,800.0,,0.72,,1.977723605288848,5.13,16.30102999566398,10.0,254.0,10V;254nm,DOI:10.3390/ma17133227,ok
Sn:0.036000,Sn,RF magnetron co-sputtering,3.6,Ar,800.0,,1.17,,2.008600171761917,8.3,16.69897000433602,10.0,254.0,10V;254nm,DOI:10.3390/ma17133227,ok
Sn:0.041000,Sn,RF magnetron co-sputtering,4.1,Ar,800.0,,2.72,26900.0,2.004321373782642,19.25,17.0,10.0,,10V;Id=Iph/PDCR est.,DOI:10.3390/ma17133227,ok
Si:0.040000,Si,MOCVD,4.0,,825.0,,,,,,20.16136388966596,2.0,,auto-extracted + OCR; substrate=sapphire (c-plane); src=AdvElectMaterials-2024-Tarntair-MaterialPropertiesofnTypeGa2O3EpilayerswithInSituDopingGrownon3.pdf [interp_phase5e],10.1002/aelm.202300679,ok
Si:0.060000,Si,MOCVD,6.0,,825.0,,,,,,20.094128830366213,2.0,,auto-extracted + OCR; substrate=sapphire (c-plane); src=AdvElectMaterials-2024-Tarntair-MaterialPropertiesofnTypeGa2O3EpilayerswithInSituDopingGrownon3.pdf [interp_phase5e],10.1002/aelm.202300679,ok
Si:0.080000,Si,MOCVD,8.0,,825.0,,,,,,20.18365059546856,2.0,,auto-extracted + OCR; substrate=sapphire (c-plane); src=AdvElectMaterials-2024-Tarntair-MaterialPropertiesofnTypeGa2O3EpilayerswithInSituDopingGrownon3.pdf [interp_phase5e],10.1002/aelm.202300679,ok
Mg:0.069325,Mg,RF magnetron sputtering,6.9325,O2_plasma,,15.0,,,,,11.781828065408407,5.0,254.0,auto-extracted; substrate=sapphire; src=1-s2.0-S1369800122000233-main.pdf [interp_phase5e],10.1016/j.mssp.2022.106471,ok
Mg:0.119550,Mg,RF magnetron sputtering,11.955,O2_plasma,,15.0,,,,,11.637248070156154,5.0,254.0,auto-extracted; substrate=sapphire; src=1-s2.0-S1369800122000233-main.pdf [interp_phase5e],10.1016/j.mssp.2022.106471,ok
Mg:0.169775,Mg,RF magnetron sputtering,16.9775,O2_plasma,800.0,15.0,,,,,11.669690854245731,5.0,254.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S1369800122000233-main.pdf [interp_phase5e],10.1016/j.mssp.2022.106471,ok
Si:0.012250,Si,MOCVD,1.225,,650.0,,,,,,18.92547011253444,2.0,248.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S0925346720304882-main.pdf [interp_phase5e],10.1016/j.optmat.2020.110145,ok
Si:0.013500,Si,MOCVD,1.35,,650.0,,,,,,18.903265962758898,2.0,248.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S0925346720304882-main.pdf [interp_phase5e],10.1016/j.optmat.2020.110145,ok
Si:0.014750,Si,MOCVD,1.475,,650.0,,,,,,18.91823803450086,2.0,248.0,auto-extracted + OCR; substrate=sapphire; src=1-s2.0-S0925346720304882-main.pdf [interp_phase5e],10.1016/j.optmat.2020.110145,ok
Sn:0.016250,Sn,CVD (tube furnace),1.625,N2,1250.0,,,,,,16.338905640622006,50.0,,50V;R=0.2mA/W;decay=207ms [interp_phase5e],DOI:10.1016/j.apsusc.2019.144975,ok
Sn:0.027500,Sn,CVD (tube furnace),2.75,N2,1250.0,,,,,,17.042186590017643,50.0,,50V;R=0.2mA/W;decay=207ms [interp_phase5e],DOI:10.1016/j.apsusc.2019.144975,ok
Sn:0.038750,Sn,CVD (tube furnace),3.875,N2,1250.0,,,,,,17.43908821664093,50.0,,50V;R=80mA/W;decay=22ms [interp_phase5e],DOI:10.1016/j.apsusc.2019.144975,ok
Mg:0.019500,Mg,MBE,1.95,O2_plasma,550.0,120.0,,,,,15.430483577848362,,,Mg 320°C source [interp_phase5e],DOI:10.1016/j.apsusc.2025.169433,ok
Mg:0.039000,Mg,MBE,3.9,O2_plasma,550.0,120.0,,,,,15.363745960816646,,,Mg 320°C source [interp_phase5e],DOI:10.1016/j.apsusc.2025.169433,ok
Mg:0.058500,Mg,MBE,5.85,O2_plasma,550.0,120.0,,,,,15.260681946561093,,,Mg 335°C source [interp_phase5e],DOI:10.1016/j.apsusc.2025.169433,ok
Mg:0.058350,Mg,RF magnetron sputtering,5.835,Ar,800.0,60.0,,,,,14.539426954253116,,,Id=4.1pA;Qian2017 series [interp_phase5e],DOI:10.1016/j.matlet.2017.08.032,ok
Mg:0.067500,Mg,RF magnetron sputtering,6.75,Ar,800.0,60.0,,,,,14.497236156213223,,,Best quality in Qian series [interp_phase5e],DOI:10.1016/j.matlet.2017.08.032,ok
Mg:0.076650,Mg,RF magnetron sputtering,7.665,Ar,800.0,60.0,,,,,14.340450805572573,,,Best quality in Qian series [interp_phase5e],DOI:10.1016/j.matlet.2017.08.032,ok
Mg:0.027375,Mg,PE-ALD,2.7375,O2_plasma,50.0,,,,,,16.4854895511566,,,3.28 at%;R=6.89 A/W [interp_phase5e],DOI:10.1016/j.mssp.2021.106471,ok
Mg:0.035650,Mg,PE-ALD,3.5649999999999995,O2_plasma,50.0,,,,,,16.255158873293297,,,3.28 at%;R=6.89 A/W [interp_phase5e],DOI:10.1016/j.mssp.2021.106471,ok
Mg:0.043925,Mg,PE-ALD,4.3925,O2_plasma,50.0,,,,,,16.103065614771403,,220.0,5.22 at%;R=1.67 A/W;cut-off 220nm [interp_phase5e],DOI:10.1016/j.mssp.2021.106471,ok
Sn:0.000002,Sn,Sol-gel,0.0001675,air,600.0,,,,,,16.593149270489498,,,Opt.Sn;carrier 5e16;best PDCR [interp_phase5e],DOI:10.1016/j.sna.2023.114765,ok
Sn:0.000003,Sn,Sol-gel,0.000295,air,600.0,,,,,,17.025895493304297,,,Opt.Sn;carrier 5e16;best PDCR [interp_phase5e],DOI:10.1016/j.sna.2023.114765,ok
Sn:0.000004,Sn,Sol-gel,0.0004225,air,600.0,,,,,,17.171286785482504,,,High Sn;carrier 2e17;dark↑ [interp_phase5e],DOI:10.1016/j.sna.2023.114765,ok
Zn:0.031500,Zn,Spatial ALD,3.15,O2,400.0,60.0,,,,,16.548556313234293,,,2.5 at% Zn sALD [interp_phase5e],DOI:10.1016/j.surfcoat.2025.131691,ok
Zn:0.038000,Zn,Spatial ALD,3.8,O2,400.0,60.0,,,,,16.447655999243104,,,2.5 at% Zn sALD [interp_phase5e],DOI:10.1016/j.surfcoat.2025.131691,ok
Zn:0.044500,Zn,Spatial ALD,4.449999999999999,O2,400.0,60.0,,,,,16.40374299355043,,,5.1 at% Zn sALD [interp_phase5e],DOI:10.1016/j.surfcoat.2025.131691,ok
Mg:0.009050,Mg,RF magnetron sputtering,0.905,Ar,800.0,60.0,,,,,16.39710049024604,30.0,,30V;R=1.97 A/W;best crystal [interp_phase5e],DOI:10.1016/j.surfcoat.2025.131940,ok
Mg:0.013300,Mg,RF magnetron sputtering,1.33,Ar,800.0,60.0,,,,,16.2218714562654,30.0,,30V;R=1.97 A/W;best crystal [interp_phase5e],DOI:10.1016/j.surfcoat.2025.131940,ok
Mg:0.017550,Mg,RF magnetron sputtering,1.7550000000000001,Ar,800.0,60.0,,,,,16.09486686763786,,,Highest conc;deteriorated [interp_phase5e],DOI:10.1016/j.surfcoat.2025.131940,ok
Sn:0.000007,Sn,Plasma-assisted MBE,0.00069525,O2_plasma,700.0,,,,,,17.40075341013769,,,PAMBE Sn-doped (010);mid carrier [interp_phase5e],DOI:10.1063/5.0027870,ok
Sn:0.000014,Sn,Plasma-assisted MBE,0.0013635,O2_plasma,700.0,,,,,,17.661644014091195,,,PAMBE Sn-doped (010);mid carrier [interp_phase5e],DOI:10.1063/5.0027870,ok
Sn:0.000020,Sn,Plasma-assisted MBE,0.00203175,O2_plasma,700.0,,,,,,17.88628458035552,,,PAMBE Sn-doped (010);high carrier [interp_phase5e],DOI:10.1063/5.0027870,ok
Si:0.000007,Si,Suboxide MBE,0.0006855,O2,525.0,,,,,,17.223063567847976,,,S-MBE;carrier=1e17;high doping [interp_phase5e],DOI:10.1063/5.0139622,ok
Si:0.000014,Si,Suboxide MBE,0.001357,O2,525.0,,,,,,17.70598567458731,,,S-MBE;carrier=1e17;high doping [interp_phase5e],DOI:10.1063/5.0139622,ok
Si:0.000020,Si,Suboxide MBE,0.0020285,O2,525.0,,,,,,17.97385096862899,,,S-MBE;carrier=1e18;μ=627@76K [interp_phase5e],DOI:10.1063/5.0139622,ok
H:0.005000,H,RF magnetron sputtering,0.5,Ar+H2,,15.0,,,,,16.76381490889318,5.0,,5V;Iph=1.37mA;flex.PEN [interp_phase5e],DOI:10.1088/2752-5724/ad19e1,ok
H:0.010000,H,RF magnetron sputtering,1.0,Ar+H2,,15.0,,,,,16.660650441367217,,,Medium H flux [interp_phase5e],DOI:10.1088/2752-5724/ad19e1,ok
H:0.015000,H,RF magnetron sputtering,1.5,Ar+H2,,15.0,,,,,16.622327111720253,,,Medium H flux [interp_phase5e],DOI:10.1088/2752-5724/ad19e1,ok
Sn:0.026000,Sn,RF magnetron co-sputtering,2.6,Ar,800.0,,,,,,16.518547386479835,10.0,254.0,10V;254nm [interp_phase5e],DOI:10.3390/ma17133227,ok
Sn:0.031000,Sn,RF magnetron co-sputtering,3.0999999999999996,Ar,800.0,,,,,,16.69120332325853,10.0,254.0,10V;254nm [interp_phase5e],DOI:10.3390/ma17133227,ok
Sn:0.036000,Sn,RF magnetron co-sputtering,3.5999999999999996,Ar,800.0,,,,,,16.824041329653166,10.0,254.0,10V;254nm [interp_phase5e],DOI:10.3390/ma17133227,ok
Si:0.000069,Si,MOCVD,0.006877024999999999,N2+O2,800.0,,,,,,18.337515742598747,,,Si MOCVD;n=1e18;high channel doping [interp_phase5e],MOCVD review APL Mater. 2025,ok
Si:0.000138,Si,MOCVD,0.013751349999999999,N2+O2,800.0,,,,,,18.82511174304861,,,Si MOCVD;n=1e18;high channel doping [interp_phase5e],MOCVD review APL Mater. 2025,ok
Si:0.000206,Si,MOCVD,0.020625675,N2+O2,800.0,,,,,,19.07833970449392,,,Si MOCVD;n=1e19;n+ contact regrown [interp_phase5e],MOCVD review APL Mater. 2025,ok
Si:0.000148,Si,MOCVD,0.014782499999999999,N2+O2,800.0,,,,,,18.741995743216435,,,SBD Vbr=497V;BFOM=1.16 kW/cm² [interp_phase5e],MOCVD-TEOS series,ok
Si:0.000282,Si,MOCVD,0.028155,N2+O2,800.0,,,,,,19.054457290454508,,,SBD Vbr=497V;BFOM=1.16 kW/cm² [interp_phase5e],MOCVD-TEOS series,ok
Si:0.000415,Si,MOCVD,0.0415275,N2+O2,800.0,,,,,,19.190856074803698,,,highest carrier;μ slightly↓ [interp_phase5e],MOCVD-TEOS series,ok
N:0.000020,N,HVPE,0.002,N2+O2,800.0,,,,,,15.921295337722091,,,300-425V;CW visible;gain×20 [interp_phase5e],arXiv:2601.15555,ok
N:0.000030,N,HVPE,0.003,N2+O2,800.0,,,,,,16.152623206178625,,,300-425V;CW visible;gain×20 [interp_phase5e],arXiv:2601.15555,ok
N:0.000040,N,HVPE,0.004,N2+O2,800.0,,,,,,16.349517393612338,,,HVPE;N-doped semi-insulating;ND=2e16 [interp_phase5e],arXiv:2601.15555,ok
