corpus,file,doi,dopant_element,co_dopants,concentration_value,concentration_unit,growth_method,carrier_type,measurement_kind,sample_label,carrier_cm3,mu_cm2Vs,rho_ohmcm,quote
phase97_harvest,10.1063/5.0058059,10.1063/5.0058059,Ge,,4.0,at%,MOCVD,,Hall,,1.1000185275062194e+18,,,"With the increase in the GeH4 flow rate from ~1.2 x 10^-9 to 6.4 x 10^-8 mol/min, the free carrier concentration in the films increased nearly proportionally from 2.3 x 10^16 to 1."
phase97_harvest,10.1063/5.0058059,10.1063/5.0058059,Ge,,125.0,at%,MOCVD,,Hall,,8.000184448550962e+16,,,The highest room-temperature electron mobility achieved was ~125 cm2/Vs with a corresponding free carrier concentration of ~8 x 10^16 cm-3.
phase97_harvest,10.1063/5.0058059,10.1063/5.0058059,Ge,,8.0,at%,MOCVD,,Hall,,,125.0,,The highest room-temperature electron mobility achieved was ~125 cm2/Vs with a corresponding free carrier concentration of ~8 x 10^16 cm-3.
phase97_harvest,10.1063/5.0058059,10.1063/5.0058059,Ge,,4.0,at%,MOCVD,,Hall,,6.00067353864114e+19,,,"For the GeH4 flow rate of 7.70 x 10^-8 mol/min, a Ge doped Ga2O3 film with a free carrier concentration of ~6 x 10^19 cm-3 and a RT mobility of ~43 cm3/Vs was obtained at T_Sub = 6"
phase97_harvest,10.1063/5.0058059,10.1063/5.0058059,Ge,,6.0,at%,MOCVD,,Hall,,,43.0,,"For the GeH4 flow rate of 7.70 x 10^-8 mol/min, a Ge doped Ga2O3 film with a free carrier concentration of ~6 x 10^19 cm-3 and a RT mobility of ~43 cm3/Vs was obtained at T_Sub = 6"
phase97_harvest,10.1063/5.0058059,10.1063/5.0058059,Ge,,2.0,at%,MOCVD,,Hall,,2.6001595631652667e+20,,,"As such, the highest free carrier concentration of 2.6 x 10^20 cm-3 with the corresponding RT electron mobility of ~38 cm2/Vs was achieved."
phase97_harvest,10.1063/5.0058059,10.1063/5.0058059,Ge,,2.6,at%,MOCVD,,Hall,,,38.0,,"As such, the highest free carrier concentration of 2.6 x 10^20 cm-3 with the corresponding RT electron mobility of ~38 cm2/Vs was achieved."
phase97_harvest,10.1063/5.0058059,10.1063/5.0058059,Ge,,3.6,at%,MOCVD,,Hall,,,138.0,,The highest RT electron mobility of ~138 cm2/Vs with the corresponding free carrier concentration of 3.6 x 10^16 cm-3 [Fig. 10(b)] was obtained based on films grown using the TMGa 
phase97_harvest,10.1063/5.0058059,10.1063/5.0058059,Ge,,138.0,at%,MOCVD,,Hall,,3.599979270433569e+16,,,The highest RT electron mobility of ~138 cm2/Vs with the corresponding free carrier concentration of 3.6 x 10^16 cm-3 [Fig. 10(b)] was obtained based on films grown using the TMGa 
phase97_harvest,10.1063/5.0058059,10.1063/5.0058059,,,0.0,at%,MOCVD,,Hall,,5000345349769783.0,,,The room temperature electron mobilities of the films were between 125 cm2/V s and 160 cm2/V s with the net background charge concentration between ~5 x 10^15 cm-3 and ~2 x 10^16 c
phase97_harvest,10.1063/5.0058059,10.1063/5.0058059,,,0.0,at%,MOCVD,,Hall,,1.999861869632737e+16,,,The room temperature electron mobilities of the films were between 125 cm2/V s and 160 cm2/V s with the net background charge concentration between ~5 x 10^15 cm-3 and ~2 x 10^16 c
phase97_harvest,10.1063/5.0058059,10.1063/5.0058059,,,5.0,at%,MOCVD,,Hall,,,125.0,,The room temperature electron mobilities of the films were between 125 cm2/V s and 160 cm2/V s with the net background charge concentration between ~5 x 10^15 cm-3 and ~2 x 10^16 c
phase97_harvest,10.1063/5.0058059,10.1063/5.0058059,,,5.0,at%,MOCVD,,Hall,,,160.0,,The room temperature electron mobilities of the films were between 125 cm2/V s and 160 cm2/V s with the net background charge concentration between ~5 x 10^15 cm-3 and ~2 x 10^16 c
phase97_harvest,pubs.aip.org/aip/apl/article/125/11/112105/3312238/tungsten-donors-doping-in-gallium-oxide-single,pubs.aip.org/aip/apl/article/125/11/112105/3312238/tungsten-donors-doping-in-gallium-oxide-single,,,0.0,at%,optical floating zone,,Hall,,9.54992586021437e+16,,,The carrier concentration of 0.10 mol. % W:β-Ga2O3 (3.92 × 10^18 cm^-3) is more than forty times that of UID crystal (9.55 × 10^16 cm^-3).
phase97_harvest,pubs.aip.org/aip/apl/article/125/11/112105/3312238/tungsten-donors-doping-in-gallium-oxide-single,pubs.aip.org/aip/apl/article/125/11/112105/3312238/tungsten-donors-doping-in-gallium-oxide-single,W,,0.1,at%,optical floating zone,,Hall,,3.920125762951643e+18,,,The carrier concentration of 0.10 mol. % W:β-Ga2O3 (3.92 × 10^18 cm^-3) is more than forty times that of UID crystal (9.55 × 10^16 cm^-3).
phase97_harvest,pubs.aip.org/aip/apl/article/125/11/112105/3312238/tungsten-donors-doping-in-gallium-oxide-single,pubs.aip.org/aip/apl/article/125/11/112105/3312238/tungsten-donors-doping-in-gallium-oxide-single,,,0.0,at%,optical floating zone,,Hall,,,153.1,,"The resistivity and mobility of 0.10 mol. % W:β-Ga2O3 decreased from 0.603 to 0.032 Ω cm and 153.1 to 126 cm⁻² V⁻¹ s⁻¹, respectively."
phase97_harvest,pubs.aip.org/aip/apl/article/125/11/112105/3312238/tungsten-donors-doping-in-gallium-oxide-single,pubs.aip.org/aip/apl/article/125/11/112105/3312238/tungsten-donors-doping-in-gallium-oxide-single,W,,0.1,at%,optical floating zone,,Hall,,,126.0,,"The resistivity and mobility of 0.10 mol. % W:β-Ga2O3 decreased from 0.603 to 0.032 Ω cm and 153.1 to 126 cm⁻² V⁻¹ s⁻¹, respectively."
phase97_harvest,arxiv.org/abs/2202.05762,arxiv.org/abs/2202.05762,Si,,3.0,at%,oxide MBE (oxygen plasma-assisted) with solid SiO source,,Hall,,2.999853181190793e+19,,,For a homoepitaxial β-Ga₂O₃ layer an Hall charge carrier concentration of 3x10¹⁹ cm⁻³ in line with the provided Φ_SiO (T_SiO=800°C) is demonstrated.
phase97_harvest,arxiv.org/abs/2202.05762,arxiv.org/abs/2202.05762,Si,,4.0,at%,oxide MBE (oxygen plasma-assisted) with solid SiO source,,Hall,,4.0003685104612506e+17,,,"Si-concentration in the β-Ga₂O₃ layers measured by secondary ion mass spectrometry highlighting unprecedented control of continuous Si-doping for oxide MBE, i.e., N_Si from 4x10¹⁷ "
phase97_harvest,arxiv.org/abs/2202.05762,arxiv.org/abs/2202.05762,Si,,1.7,at%,oxide MBE (oxygen plasma-assisted) with solid SiO source,,Hall,,1.6998085132034946e+20,,,"Si-concentration in the β-Ga₂O₃ layers measured by secondary ion mass spectrometry highlighting unprecedented control of continuous Si-doping for oxide MBE, i.e., N_Si from 4x10¹⁷ "
phase97_harvest,10.1016/j.mtphys.2024.101555,10.1016/j.mtphys.2024.101555,,,0.0,at%,plasma-assisted molecular beam epitaxy (MBE),,Hall,,2.09990670376242e+16,,,The UID film with an electron density of 2.1 × 10^16 cm^-3 exhibits a notable room temperature (RT) mobility of 129 cm²/Vs and a peak mobility of 900 cm²/Vs at 80 K
phase97_harvest,10.1016/j.mtphys.2024.101555,10.1016/j.mtphys.2024.101555,,,2.1,at%,plasma-assisted molecular beam epitaxy (MBE),,Hall,,,129.0,,The UID film with an electron density of 2.1 × 10^16 cm^-3 exhibits a notable room temperature (RT) mobility of 129 cm²/Vs and a peak mobility of 900 cm²/Vs at 80 K
phase97_harvest,10.1016/j.mtphys.2024.101555,10.1016/j.mtphys.2024.101555,,,0.0,at%,plasma-assisted molecular beam epitaxy (MBE),,Hall,,2.8002705950106268e+19,,,unintentionally doped (UID) and Sn doped β-Ga2O3 homo-epitaxial thin films grown by molecular beam epitaxy (MBE) with electron density ranging from 2.1 × 10^16 to 2.8 × 10^19 cm^-3
phase97_harvest,par.nsf.gov/servlets/purl/10217878 (doi:10.1063/5.0031481),par.nsf.gov/servlets/purl/10217878 (doi:10.1063/5.0031481),Si,,300.0,at%,MOVPE (metal-organic vapor phase epitaxy),,Hall,,7.80009693716499e+17,,,Temperature dependence carrier density showed a decrease in carrier density from 7.8  1017 cm3 at 300 K to 6.74  1016 cm3 at 65 K followed by an
phase97_harvest,par.nsf.gov/servlets/purl/10217878 (doi:10.1063/5.0031481),par.nsf.gov/servlets/purl/10217878 (doi:10.1063/5.0031481),Si,,65.0,at%,MOVPE (metal-organic vapor phase epitaxy),,Hall,,6.7406224113900856e+16,,,Temperature dependence carrier density showed a decrease in carrier density from 7.8  1017 cm3 at 300 K to 6.74  1016 cm3 at 65 K followed by an
phase97_harvest,par.nsf.gov/servlets/purl/10217878 (doi:10.1063/5.0031481),par.nsf.gov/servlets/purl/10217878 (doi:10.1063/5.0031481),Si,,40.0,at%,MOVPE (metal-organic vapor phase epitaxy),,Hall,,2.1498096103893574e+17,,,"unexpected upturn at low temperatures, 40  T  65 K, which saturates to a value of 2.15  1017 cm3 for T < 40 K."
phase97_harvest,par.nsf.gov/servlets/purl/10217878 (doi:10.1063/5.0031481),par.nsf.gov/servlets/purl/10217878 (doi:10.1063/5.0031481),Si,,40.0,at%,MOVPE (metal-organic vapor phase epitaxy),,Hall,,,10.0,,revealing drift-diffusive transport as evident from the relatively high low-temperature mobility of 10 cm2 V1 s1 for T < 40 K.
phase97_harvest,par.nsf.gov/servlets/purl/10217878 (doi:10.1063/5.0031481),par.nsf.gov/servlets/purl/10217878 (doi:10.1063/5.0031481),Si,,1.0,at%,MOVPE (metal-organic vapor phase epitaxy),,Hall,,,285.0,,"The corresponding high mobilities, 285 cm2 V1 s1 (T 150 K) < l1 < 678 cm2 V1 s1 (40 K), further corroborate with the transport occurring in the conduction band."
phase97_harvest,10.1149/2.0081702jss,10.1149/2.0081702jss,Si,,1.0,at%,MOVPE homoepitaxy on (010) beta-Ga2O3,,Hall,,8.000184448550963e+19,,,"Using Si as dopant, the free electron concentration could be varied in a range between 1 × 10¹⁷ and 8 × 10¹⁹ cm⁻³"
phase97_harvest,10.1149/2.0081702jss,10.1149/2.0081702jss,Si,,1.0,at%,MOVPE homoepitaxy on (010) beta-Ga2O3,,Hall,,1e+17,,,"Using Si as dopant, the free electron concentration could be varied in a range between 1 × 10¹⁷ and 8 × 10¹⁹ cm⁻³"
phase97_harvest,10.1149/2.0081702jss,10.1149/2.0081702jss,Si,,8.0,at%,MOVPE homoepitaxy on (010) beta-Ga2O3,,Hall,,,50.0,,electron mobility for a given doping density increased from ∼50 cm²/Vs for n = 8 × 10¹⁹ cm⁻³ to ∼130 cm²/Vs for n = 1 × 10¹⁷ cm⁻³
phase97_harvest,10.1149/2.0081702jss,10.1149/2.0081702jss,Si,,1.0,at%,MOVPE homoepitaxy on (010) beta-Ga2O3,,Hall,,,130.0,,electron mobility for a given doping density increased from ∼50 cm²/Vs for n = 8 × 10¹⁹ cm⁻³ to ∼130 cm²/Vs for n = 1 × 10¹⁷ cm⁻³
phase97_harvest,10.1149/2.0081702jss,10.1149/2.0081702jss,Sn,,4.0,at%,MOVPE homoepitaxy on (010) beta-Ga2O3,,Hall,,1e+19,,,with Sn the doping range was restricted to 4 × 10¹⁷−1 × 10¹⁹ cm⁻³
phase97_harvest,10.1149/2.0081702jss,10.1149/2.0081702jss,Sn,,4.0,at%,MOVPE homoepitaxy on (010) beta-Ga2O3,,Hall,,4.0003685104612506e+17,,,with Sn the doping range was restricted to 4 × 10¹⁷−1 × 10¹⁹ cm⁻³
phase97_harvest,10.1149/2.0081702jss,10.1149/2.0081702jss,Sn,,6.0,at%,MOVPE homoepitaxy on (010) beta-Ga2O3,,Hall,,6.00067353864114e+19,,,Sn incorporation of ∼6 × 10¹⁹ cm⁻³ is high enough to hinder a coherent dopant incorporation
phase97_harvest,10.1149/2.0081702jss,10.1149/2.0081702jss,Sn,,6.0,at%,MOVPE homoepitaxy on (010) beta-Ga2O3,,Hall,,,32.0,,"An exception is once more the layer with the highest Sn-doping level, where the mobility is reduced to 32 cm²/Vs"
phase97_harvest,arxiv.org/abs/2004.13089,arxiv.org/abs/2004.13089,,,8.0,at%,MOCVD,,Hall,,,194.0,,A new record-high room temperature electron Hall mobility (μRT = 194 cm²/V s at n∼ 8×10¹⁵ cm⁻³) for β-Ga2O3 is demonstrated in the unintentionally doped thin film grown on (010) se
phase97_harvest,arxiv.org/abs/2004.13089,arxiv.org/abs/2004.13089,,,8.0,at%,MOCVD,,Hall,,8000184448550995.0,,,A new record-high room temperature electron Hall mobility (μRT = 194 cm²/V s at n∼ 8×10¹⁵ cm⁻³) for β-Ga2O3 is demonstrated in the unintentionally doped thin film grown on (010) se
phase97_harvest,arxiv.org/abs/2008.00303,arxiv.org/abs/2008.00303,,,0.0,at%,MOVPE,,Hall,,,186.0,,Low-temperature β-Ga₂O₃ thin films grown at 600°C on Fe-doped (010) bulk substrates exhibits remarkable crystalline quality which is evident from the measured room temperature Hall
phase97_harvest,arxiv.org/abs/2008.00303,arxiv.org/abs/2008.00303,Si,,2.0,at%,MOVPE,,Hall,,1.999861869632737e+16,,,N-type doping is achieved by using Si as a dopant and controllable doping in the range of 2×10¹⁶ - 2×10¹⁹ cm⁻³ is studied.
phase97_harvest,arxiv.org/abs/2008.00303,arxiv.org/abs/2008.00303,Si,,2.0,at%,MOVPE,,Hall,,1.9998618696327365e+19,,,N-type doping is achieved by using Si as a dopant and controllable doping in the range of 2×10¹⁶ - 2×10¹⁹ cm⁻³ is studied.
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,3.4,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,,135.0,,"0.012 3.4  1017 135 2.1  1017 100 2.0  1017 20 (Table I, Tc = 525 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,0.012,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,3.40016505804072e+17,,,"0.012 3.4  1017 135 ... (Table I, Tc = 525 C); also 'showed a record room temperature mobility of 135 cm2/V s at a carrier density of 3.4  1017cm3.'"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,9.6,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,,88.0,,"0.029 9.6  1017 88 5.8  1017 65 4.5  1017 33 (Table I, Tc = 525 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,0.029,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,9.600635909453444e+17,,,"0.029 9.6  1017 88 ... (Table I, Tc = 525 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,1.7,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,,83.0,,"0.059 1.7  1018 83 1.2  1018 62 1.1  1018 79 (Table I, Tc = 525 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,0.059,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,1.699808513203495e+18,,,"0.059 1.7  1018 83 ... (Table I, Tc = 525 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,4.3,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,,45.0,,"0.147 4.3  1018 45 2.5  1018 60 4.5  1018 38 (Table I, Tc = 525 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,0.147,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,4.300312336305458e+18,,,"0.147 4.3  1018 45 ... (Table I, Tc = 525 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,8.1,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,,30.0,,"0.294 8.1  1018 30 7.7  1018 55 7.0  1018 48 (Table I, Tc = 525 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,0.294,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,8.100279416803507e+18,,,"0.294 8.1  1018 30 ... (Table I, Tc = 525 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,1.8,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,,20.0,,"0.588 1.8  1019 20 1.4  1019 34 1.1  1019 66 (Table I, Tc = 525 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,0.588,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,1.8001139604180038e+19,,,"0.588 1.8  1019 20 ... (Table I, Tc = 525 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,2.1,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,,100.0,,"0.012 3.4  1017 135 2.1  1017 100 2.0  1017 20 (Table I, Tc = 550 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,0.012,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,2.09990670376242e+17,,,"0.012 ... 2.1  1017 100 ... (Table I, Tc = 550 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,5.8,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,,65.0,,"0.029 9.6  1017 88 5.8  1017 65 4.5  1017 33 (Table I, Tc = 550 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,0.029,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,5.799626158196434e+17,,,"0.029 ... 5.8  1017 65 ... (Table I, Tc = 550 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,1.2,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,,62.0,,"0.059 1.7  1018 83 1.2  1018 62 1.1  1018 79 (Table I, Tc = 550 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,0.059,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,1.2000518202042655e+18,,,"0.059 ... 1.2  1018 62 ... (Table I, Tc = 550 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,2.5,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,,60.0,,"0.147 4.3  1018 45 2.5  1018 60 4.5  1018 38 (Table I, Tc = 550 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,0.147,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,2.499769702178508e+18,,,"0.147 ... 2.5  1018 60 ... (Table I, Tc = 550 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,7.7,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,,55.0,,"0.294 8.1  1018 30 7.7  1018 55 7.0  1018 48 (Table I, Tc = 550 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,0.294,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,7.70016444356875e+18,,,"0.294 ... 7.7  1018 55 ... (Table I, Tc = 550 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,1.4,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,,34.0,,"0.588 1.8  1019 20 1.4  1019 34 1.1  1019 66 (Table I, Tc = 550 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,0.588,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,1.3999096265683446e+19,,,"0.588 ... 1.4  1019 34 ... (Table I, Tc = 550 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,2.0,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,,20.0,,"0.012 3.4  1017 135 2.1  1017 100 2.0  1017 20 (Table I, Tc = 600 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,0.012,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,1.9998618696327366e+17,,,"0.012 ... 2.0  1017 20 (Table I, Tc = 600 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,4.5,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,,33.0,,"0.029 9.6  1017 88 5.8  1017 65 4.5  1017 33 (Table I, Tc = 600 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,0.029,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,4.499870338721488e+17,,,"0.029 ... 4.5  1017 33 (Table I, Tc = 600 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,1.1,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,,79.0,,"0.059 1.7  1018 83 1.2  1018 62 1.1  1018 79 (Table I, Tc = 600 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,0.059,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,1.1000185275062194e+18,,,"0.059 ... 1.1  1018 79 (Table I, Tc = 600 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,4.5,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,,38.0,,"0.147 4.3  1018 45 2.5  1018 60 4.5  1018 38 (Table I, Tc = 600 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,0.147,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,4.499870338721488e+18,,,"0.147 ... 4.5  1018 38 (Table I, Tc = 600 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,7.0,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,,48.0,,"0.294 8.1  1018 30 7.7  1018 55 7.0  1018 48 (Table I, Tc = 600 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,0.294,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,7.000031591308947e+18,,,"0.294 ... 7.0  1018 48 (Table I, Tc = 600 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,1.1,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,,66.0,,"0.588 1.8  1019 20 1.4  1019 34 1.1  1019 66 (Table I, Tc = 600 C column)"
phase97_harvest,10.1063/5.0142107,10.1063/5.0142107,Si,,0.588,at%,hybrid plasma-assisted molecular beam epitaxy (hybrid MBE),,Hall,,1.1000185275062194e+19,,,"0.588 ... 1.1  1019 66 (Table I, Tc = 600 C column)"
phase97_harvest,10.1039/d4tc02882a,10.1039/d4tc02882a,Ni,,120.0,at%,RF magnetron sputtering,,Hall,,5.000345349769804e+16,,,Fig. 6(a) shows that the films demonstrated n-type conductivity at 120 W with a maximum carrier concentration of 5.0 1016 cm 3 and a minimum resistivity of 35.7 O cm.
phase97_harvest,10.1039/d4tc02882a,10.1039/d4tc02882a,Ni,,120.0,at%,RF magnetron sputtering,,Hall,,,3.5,,"As shown in Fig. 6(b), the mobility gradually increases to the highest value of 3.5 cm2 V 1 s 1 at 120 W, and then declines to 1.7 cm2 V 1 s 1 at 140 W."
phase97_harvest,10.1039/d4tc02882a,10.1039/d4tc02882a,Ni,,140.0,at%,RF magnetron sputtering,,Hall,,,1.7,,"As shown in Fig. 6(b), the mobility gradually increases to the highest value of 3.5 cm2 V 1 s 1 at 120 W, and then declines to 1.7 cm2 V 1 s 1 at 140 W."
phase97_harvest,10.1038/s41598-019-49238-2 (pmc.ncbi.nlm.nih.gov/articles/pmc6739305/),10.1038/s41598-019-49238-2 (pmc.ncbi.nlm.nih.gov/articles/pmc6739305/),Si,,1.0,at%,MOVPE (homoepitaxial),,Hall,,,115.0,,"At room temperature, the electron mobilities ((115 ± 10) cm²/Vs) in thicker films (>150 nm) are comparable to the best of bulk."
phase97_harvest,10.1038/s41598-019-49238-2 (pmc.ncbi.nlm.nih.gov/articles/pmc6739305/),10.1038/s41598-019-49238-2 (pmc.ncbi.nlm.nih.gov/articles/pmc6739305/),Si,,1.0,at%,MOVPE (homoepitaxial),,Hall,,,5.5,,"However, the mobility is strongly reduced by more than two orders of magnitude with decreasing film thickness ((5.5 ± 0.5) cm²/Vs for a 28 nm thin film)."
phase97_harvest,10.1038/s41598-019-49238-2 (pmc.ncbi.nlm.nih.gov/articles/pmc6739305/),10.1038/s41598-019-49238-2 (pmc.ncbi.nlm.nih.gov/articles/pmc6739305/),Si,,1.0,at%,MOVPE (homoepitaxial),,Hall,,,350.0,,the mobility shows a strong increase with increasing temperature until it reaches a maximum of about 550 cm²/Vs (350 cm²/Vs) at a temperature of 90 K for the bulk (film) sample.
phase97_harvest,10.1038/s41598-019-49238-2 (pmc.ncbi.nlm.nih.gov/articles/pmc6739305/),10.1038/s41598-019-49238-2 (pmc.ncbi.nlm.nih.gov/articles/pmc6739305/),,,0.0,at%,Czochralski (bulk reference),,Hall,,1e+17,,,"Various temperature-dependent measurements of electrical parameters on bulk single-crystals, typically grown by the Czochralski-method, have been done before, with the highest mobi"
phase97_harvest,par.nsf.gov/biblio/10488373,par.nsf.gov/biblio/10488373,Si,,3.0,at%,hybrid plasma-assisted molecular beam epitaxy (disilane Si source),,Hall,,3.40016505804072e+17,,,A high mobility of 135 cm2/V s was measured for an electron concentration of 3.4 × 10^17 cm−3 at room temperature.
phase97_harvest,par.nsf.gov/biblio/10488373,par.nsf.gov/biblio/10488373,Si,,3.0,at%,hybrid plasma-assisted molecular beam epitaxy (disilane Si source),,Hall,,,135.0,,A high mobility of 135 cm2/V s was measured for an electron concentration of 3.4 × 10^17 cm−3 at room temperature.
phase97_harvest,theses.hal.science/tel-04268510v1/file/125463_chi_2023_archivage.pdf,theses.hal.science/tel-04268510v1/file/125463_chi_2023_archivage.pdf,,,0.0,at%,MOCVD,,Hall,,,8.7,,"Figure 3-4 (b) shows the mobility in the measurement temperature range, the average mobility μ = 8.7 ± 1.7 cm2/(V·s)."
phase97_harvest,theses.hal.science/tel-04268510v1/file/125463_chi_2023_archivage.pdf,theses.hal.science/tel-04268510v1/file/125463_chi_2023_archivage.pdf,,,0.0,at%,MOCVD,,Hall,,219988510904924.7,,,"ρ = 9.1×103 Ω·cm, p = 6.7×1013 cm-3, respectively (vs. ρ = 4.0×103 Ω·cm, p = 2.2×1014 cm-3 for the undoped β-Ga2O3 layer)."
phase97_harvest,theses.hal.science/tel-04268510v1/file/125463_chi_2023_archivage.pdf,theses.hal.science/tel-04268510v1/file/125463_chi_2023_archivage.pdf,,,0.0,at%,MOCVD,,Hall,,550047252867632.9,,,Hall effect measurements showed a slight decrease of hole concentrations p = 2.1×1014 cm-3 compared to 5.5×1014 cm-3 for the undoped sample (Figure 3-16 (c)).
phase97_harvest,theses.hal.science/tel-04268510v1/file/125463_chi_2023_archivage.pdf,theses.hal.science/tel-04268510v1/file/125463_chi_2023_archivage.pdf,,,0.0,at%,MOCVD,,Hall,,2099906703762428.0,,,"For example, at 850 K, p825 K = 2.1×1015 cm-3, p790 K = 6.2×1014 cm-3, p775 K = 2.8×1013 cm-3."
phase97_harvest,theses.hal.science/tel-04268510v1/file/125463_chi_2023_archivage.pdf,theses.hal.science/tel-04268510v1/file/125463_chi_2023_archivage.pdf,,,0.0,at%,MOCVD,,Hall,,620011864208725.5,,,"For example, at 850 K, p825 K = 2.1×1015 cm-3, p790 K = 6.2×1014 cm-3, p775 K = 2.8×1013 cm-3."
